High,Low,Close,Volume,Open
332.83,324.97,663.59,7380500.00,325.25
333.87,329.08,666.45,5749400.00,331.27
330.75,326.89,657.21,6590300.00,329.83
328.77,323.68,648.24,5405900.00,328.34
322.29,309.46,620.76,11688800.00,322.04
315.72,307.30,621.43,8824000.00,313.70
313.52,309.40,624.25,4817800.00,310.59
315.26,312.08,627.92,3764400.00,314.43
312.30,309.37,623.28,4631800.00,311.96
314.81,311.67,626.86,3832800.00,314.81
315.82,309.90,631.18,5544000.00,312.14
319.30,314.55,637.82,12657800.00,319.30
294.40,289.76,584.39,21231800.00,294.16
293.23,290.49,583.92,6851300.00,291.91
292.74,287.92,579.34,6134400.00,292.07
288.27,282.13,567.93,10012700.00,287.68
286.17,281.22,566.54,6476500.00,284.92
289.08,283.60,578.39,7262000.00,284.32
288.92,285.63,576.11,4678400.00,287.95
290.91,286.50,578.52,4300700.00,290.41
291.66,288.49,579.24,4658700.00,291.38
292.11,289.95,583.51,4847400.00,291.34
297.42,292.93,594.70,6360700.00,294.23
304.27,295.90,607.42,7386700.00,296.39
303.56,300.75,605.11,4199700.00,302.44
304.53,301.24,608.18,3686400.00,303.18
306.10,303.36,609.79,4546300.00,304.87
302.93,300.87,604.25,4667700.00,302.81
305.77,303.87,610.52,3646100.00,304.11
304.86,301.25,608.09,3620900.00,304.63
305.32,300.15,603.90,4869900.00,305.32
303.27,297.75,604.86,5080700.00,300.28
302.68,300.08,602.98,4916400.00,301.36
307.79,300.31,612.32,4980100.00,300.81
307.24,302.22,606.28,3948700.00,304.84
302.83,299.05,604.45,4125300.00,302.37
304.68,301.62,608.23,3885600.00,302.54
305.04,301.40,607.64,3641300.00,302.16
308.73,302.71,616.70,5716400.00,303.86
311.63,306.60,616.56,6297200.00,308.14
311.68,307.92,620.70,4492000.00,309.97
310.83,309.00,619.55,3158300.00,309.84
310.08,304.55,612.57,3198400.00,309.06
303.27,295.81,603.30,6372500.00,302.89
304.45,301.80,605.14,2538400.00,303.39
304.61,302.04,605.48,2700900.00,303.88
304.81,298.88,598.61,5361100.00,302.84
302.37,298.51,603.49,3350400.00,298.88
307.77,301.64,616.09,4508300.00,303.24
310.23,305.58,614.30,5895700.00,306.35
310.59,306.27,619.43,4888300.00,307.15
311.79,308.87,623.33,6123800.00,309.29
317.45,309.46,632.24,4361800.00,310.40
316.84,312.46,631.76,3092400.00,314.28
322.49,315.07,638.23,4957600.00,316.12
323.19,314.32,644.28,4838400.00,318.06
323.04,319.25,640.83,3894800.00,322.09
323.53,318.58,647.55,3651900.00,321.30
325.53,321.20,645.25,4029400.00,322.31
328.07,324.32,653.96,5096700.00,324.80
327.07,320.95,646.63,3862900.00,325.50
325.52,319.30,639.48,4638700.00,324.66
322.54,316.23,645.15,4585400.00,319.19
322.77,318.13,640.86,4105000.00,321.50
318.31,314.37,633.41,3267300.00,318.03
317.03,313.11,630.59,4654700.00,314.94
316.48,311.48,629.11,4381600.00,313.07
316.07,311.11,625.14,4982500.00,315.58
316.81,314.47,634.22,4414300.00,315.80
325.35,318.93,649.23,11556300.00,319.98
323.28,310.61,622.89,16379700.00,322.57
310.74,299.71,604.41,11426700.00,310.34
307.69,302.37,607.90,6070400.00,303.14
305.26,300.28,605.79,5358900.00,302.89
306.98,298.38,597.66,6613800.00,301.71
303.29,296.80,594.43,6139700.00,301.00
298.11,294.00,595.96,4411900.00,295.34
302.18,297.54,599.62,3872600.00,298.00
304.53,300.31,608.05,3655800.00,300.87
307.85,303.71,613.78,4200600.00,304.31
307.22,304.16,613.30,3284900.00,306.36
306.89,299.18,603.19,4832600.00,305.35
304.66,298.97,602.78,4019600.00,300.77
302.92,299.18,605.60,3235000.00,299.48
306.27,303.34,609.35,3749900.00,303.67
302.81,297.29,595.34,4431300.00,301.83
304.14,296.39,605.89,4003800.00,296.39
307.30,299.23,611.11,5374600.00,301.63
307.04,299.78,607.48,4675000.00,302.28
306.94,303.98,611.98,3083200.00,305.34
306.13,301.26,603.57,4214400.00,304.04
303.11,299.17,602.35,3662400.00,299.27
306.35,300.75,609.44,4219900.00,301.54
313.87,306.82,627.21,9706300.00,307.83
317.73,309.46,621.34,6732700.00,315.73
315.03,297.24,598.76,11991700.00,311.38
306.70,298.88,612.43,6173800.00,299.13
305.76,296.89,599.16,6126600.00,305.57
303.66,297.45,607.79,6379900.00,299.70
304.82,298.32,602.01,3796600.00,303.44
299.74,293.04,589.91,7190500.00,299.38
298.45,293.06,592.71,5230900.00,296.79
294.84,290.68,586.62,3827600.00,292.98
293.90,288.42,579.27,5958800.00,293.26
285.26,283.11,569.42,6138700.00,284.83
289.16,283.94,577.01,4883500.00,284.05
287.99,282.18,568.85,4697200.00,286.65
289.90,285.73,578.98,4207200.00,287.16
292.85,287.55,576.65,3530100.00,292.70
289.42,286.22,578.86,2831300.00,286.85
291.57,282.29,566.94,5342100.00,291.01
284.09,278.25,563.55,6472500.00,283.82
282.44,278.30,559.55,3923000.00,279.81
281.48,277.22,557.52,4707200.00,279.60
281.21,277.50,562.96,6024800.00,279.12
286.03,278.58,569.29,5012400.00,280.26
291.05,285.49,579.94,4167900.00,285.72
288.92,285.68,575.93,4710800.00,288.82
288.84,280.81,563.66,4037600.00,288.84
284.67,281.85,569.92,4472400.00,282.94
282.98,277.63,559.16,3174900.00,282.61
282.24,278.70,563.13,2710500.00,280.33
285.92,281.95,567.74,3397200.00,282.79
282.06,277.56,562.76,3856100.00,281.89
